356,2,15,38
357,4,10,20
358,22,21,85
359,25,28,90
360,28,33,91
361,34,12,53
362,12,30,27
363,34,10,69
364,3,34,10
365,39,3,50
366,22,1,61
367,32,10,74
368,11,2,51
369,37,13,69
370,23,27,78
371,32,29,27
372,8,34,31
373,2,13,60
374,32,2,21
375,6,12,29
376,28,16,5
377,30,18,28
378,26,31,85
379,21,22,36
380,38,2,72
381,13,31,37
382,40,15,26
383,27,8,20
384,38,7,34
385,21,12,32
386,4,15,18
387,1,5,24
388,6,5,79
389,18,15,61
390,23,28,2
391,15,17,41
392,25,18,30
393,7,29,74
394,5,1,71
395,40,31,54
396,33,26,11
397,27,19,49
398,35,23,80
399,38,9,52
400,30,19,76
401,6,32,22
402,24,21,44
403,1,12,15
404,35,32,81
405,40,28,91
406,38,21,54
407,17,19,20
408,13,15,65
409,28,16,84
410,4,6,90
411,16,5,15
412,5,13,44
413,37,30,12
414,7,9,86
415,32,28,38
416,5,2,66
417,15,27,96
418,9,13,8
419,27,29,22
420,2,25,68
421,29,10,65
422,7,25,25
423,40,30,63
424,5,11,15
425,18,19,34
426,40,14,98
427,20,31,93
428,38,28,79
429,14,6,37
430,20,9,58
431,26,29,4
432,12,25,75
433,40,15,19
434,32,1,54
435,40,19,20
436,5,24,54
437,7,5,66
438,29,25,52
439,22,17,58
440,10,27,10
441,13,1,22
442,19,8,25
443,2,13,3
444,29,26,24
445,22,30,83
446,35,19,84
447,10,10,65
448,9,28,89
449,39,27,57
450,8,23,69
451,12,27,67
452,6,10,47
453,22,22,2
454,25,20,23
455,36,12,44
456,38,17,33
457,37,4,68
458,2,34,61
459,30,12,82
460,3,29,88
461,34,24,30
462,21,22,97
463,5,27,52
464,13,34,22
465,29,20,68
466,13,13,68
467,36,28,37
468,36,22,92
469,13,14,61
470,23,18,71
471,16,10,85
472,39,11,61
473,38,13,100
474,22,7,74
475,1,17,30
476,17,17,81
477,8,19,14
478,26,11,18
479,16,10,30
480,30,15,85
481,17,6,58
482,24,7,27
483,32,11,65
484,30,15,23
485,28,34,17
486,28,8,65
487,35,17,48
488,10,17,97
489,13,10,3
490,34,13,63
491,35,23,36
492,5,11,32
493,16,23,17
494,33,1,26
495,9,2,13
496,27,15,43
497,24,28,85
498,40,32,38
499,17,12,51
500,39,14,98
501,15,25,15
502,8,18,10
503,24,5,50
504,25,3,92
505,26,19,55
506,1,9,10
507,40,19,69
508,25,20,3
509,33,5,61
510,23,20,23
511,6,20,62
512,6,8,31
513,32,18,77
514,32,13,32
515,38,16,64
516,4,17,17
517,4,24,83
518,18,4,61
519,11,28,23
520,16,2,84
521,28,34,58
522,31,29,66
523,33,9,59
524,4,33,98
525,14,13,23
526,29,18,7
527,14,20,18
528,8,12,2
529,38,23,94
530,19,26,41
531,38,24,80
532,21,2,3
533,15,13,42
534,3,8,48
535,36,4,89
536,30,12,14
537,26,1,69
538,36,16,23
539,27,8,91
540,31,6,83
541,1,3,70
542,11,4,19
543,40,17,93
544,11,31,7
545,27,19,91
546,25,17,51
547,36,8,98
548,2,13,37
549,5,31,27
550,6,10,35
551,20,8,15
552,19,3,93
553,35,10,31
554,12,31,48
555,22,20,23
556,5,30,17
557,10,6,50
558,33,10,95
559,23,33,6
560,28,10,48
561,22,5,5
562,37,12,31
563,4,15,83
564,12,1,68
565,40,3,44
566,25,17,28
567,29,1,91
568,18,21,87
569,14,4,50
570,7,19,14
571,7,28,84
572,21,2,79
573,16,3,73
574,33,12,25
575,15,7,80
576,30,23,62
577,39,24,36
578,22,9,67
579,37,20,72
580,10,1,36
581,37,5,63
582,37,19,68
583,37,26,41
584,17,5,61
585,7,3,55
586,40,22,37
587,40,14,41
588,22,10,77
589,38,13,50
590,13,5,66
591,23,6,73
592,3,30,92
593,17,11,100
594,28,32,91
595,16,10,17
596,15,29,40
597,2,13,39
598,29,26,47
599,36,10,6
600,30,7,94
601,16,20,59
602,6,32,57
603,38,2,89
604,21,9,99
605,17,28,48
606,37,19,71
607,19,13,40
608,37,27,45
609,18,22,55
610,36,11,7
611,34,33,51
612,27,8,31
613,28,25,15
614,11,22,77
615,23,22,72
616,5,33,11
617,23,6,65
618,6,14,70
619,1,23,60
620,9,19,3
621,34,22,3
622,29,31,7
623,31,27,87
624,30,7,31
625,40,23,34
626,11,24,60
627,26,7,51
628,39,19,83
629,31,27,43
630,37,27,77
631,17,2,91
632,19,27,72
633,14,32,13
634,2,16,54
635,3,32,64
636,25,25,41
637,35,10,73
638,24,3,79
639,39,33,48
640,31,5,61
641,31,26,43
642,6,25,18
643,5,1,26
644,32,23,84
645,11,16,71
646,34,16,60
647,3,16,8
648,21,17,76
649,40,29,52
650,8,2,60
651,11,32,13
652,29,12,49
653,15,31,89
654,25,23,63
655,34,3,62
656,33,9,50
657,16,31,40
658,12,24,58
659,30,14,76
660,37,6,81
661,20,5,72
662,12,5,89
663,35,18,64
664,22,3,95
665,32,33,77
666,31,1,81
667,22,14,52
668,17,1,23
669,29,23,53
670,5,34,94
671,6,28,93
672,31,14,3
673,22,23,70
674,11,6,39
675,5,30,19
676,31,6,55
677,29,4,6
678,8,24,45
679,36,24,45
680,6,34,75
681,31,13,88
682,1,24,52
683,4,16,54
684,7,28,28
685,31,33,27
686,8,19,36
687,30,34,63
688,26,12,42
689,6,3,79
690,3,27,52
691,39,20,91
692,16,16,13
693,4,34,96
694,2,22,59
695,15,13,33
696,21,25,6
697,29,20,67
698,14,17,39
699,38,31,15
700,36,3,83
701,1,25,35
702,22,18,81
703,11,30,79
704,7,26,96
705,34,7,42
706,28,8,91
707,12,26,65
708,20,13,36
709,17,12,83
710,2,4,44
711,25,22,68
712,23,30,10
713,8,20,32
714,17,23,38
715,18,31,75
716,35,27,65
717,31,16,97
718,10,9,17
719,7,26,58
720,28,32,24
721,39,6,58
722,17,34,66
723,36,27,6
724,37,31,34
725,23,24,6
726,11,22,74
727,21,23,70
728,5,22,37
729,36,31,76
730,18,24,57
731,6,18,48
732,25,29,95
733,29,6,40
734,24,23,1
735,7,21,37
736,26,19,15
737,1,22,59
738,1,28,91
739,23,12,41
740,28,5,89
741,13,33,12
742,3,11,44
743,8,30,12
744,22,11,56
745,10,22,11
746,38,22,51
747,5,5,66
748,38,17,65
749,31,27,61
750,33,34,87
751,22,6,100
752,4,27,28
753,15,29,57
754,8,13,36
755,3,10,37
756,6,24,6
757,21,33,39
758,39,14,44
759,10,3,63
760,3,1,19
761,30,20,68
762,1,15,7
763,10,3,73
764,4,3,9
765,36,26,34
766,25,27,82
767,9,26,19
768,16,7,45
769,13,8,38
770,34,13,67
771,33,14,72
772,22,14,100
773,6,34,87
774,25,25,60
775,25,27,63
776,36,13,45
777,2,21,34
778,13,23,31
779,39,15,55
780,20,8,95
781,18,26,80
782,31,27,88
783,26,20,16
784,34,23,47
785,24,27,95
786,4,19,85
787,5,23,57
788,29,34,16
789,7,1,51
790,27,6,42
791,28,19,40
792,38,20,67
793,12,25,34
794,15,24,39
795,5,32,7
796,1,26,9
797,29,1,81
798,26,21,20
799,2,2,77
800,33,23,49
801,40,4,7
802,10,16,17
803,28,28,3
804,37,29,90
805,13,3,72
806,21,14,32
807,27,24,7
808,15,18,14
809,11,30,100
810,26,12,30
811,35,8,75
812,4,19,85
813,5,28,44
814,29,26,72
815,34,13,42
816,34,6,57
817,20,32,72
818,39,31,62
819,12,9,44
820,5,4,81
821,1,15,67
822,18,34,62
823,22,33,6
824,40,1,56
825,6,21,27
826,39,34,100
827,35,22,41
828,18,32,89
829,8,33,85
830,16,1,37
831,23,23,7
832,9,20,51
833,9,24,70
834,28,25,28
835,15,7,19
836,17,27,52
837,23,28,8
838,36,16,80
839,12,5,36
840,31,29,100
841,4,24,75
842,10,26,71
843,31,7,20
844,11,25,44
845,21,25,53
846,6,10,38
847,7,5,86
848,13,1,2
849,39,27,74
850,20,2,74
851,23,14,73
852,14,32,48
853,31,27,64
854,7,26,20
855,26,32,93
856,6,15,51
857,32,28,12
858,29,18,90
859,32,25,70
860,10,28,60
861,17,32,27
862,5,28,9
863,4,23,56
864,11,10,40
865,32,14,56
866,29,6,17
867,30,31,19
868,1,22,24
869,19,1,96
870,1,20,6
871,1,16,31
872,40,4,34
873,23,31,10
874,23,3,68
875,23,13,4
876,6,5,93
877,17,16,6
878,36,10,78
879,4,31,35
880,20,4,11
881,15,25,25
882,31,26,15
883,20,7,53
884,27,10,18
885,31,12,60
886,23,1,20
887,31,19,88
888,11,23,28
889,37,16,6
890,4,7,36
891,36,18,71
892,22,17,96
893,34,1,92
894,21,4,15
895,19,3,76
896,13,33,23
897,14,33,79
898,35,13,8
899,40,30,81
900,22,21,64
901,39,7,45
902,7,20,74
903,40,20,86
904,33,10,69
905,4,9,6
906,30,33,46
907,4,19,69
908,35,20,76
909,35,28,91
910,32,28,67
911,19,14,78
912,16,31,73
913,34,2,88
914,33,33,54
915,26,33,22
916,17,27,26
917,33,29,88
918,6,25,53
919,4,31,13
920,37,23,86
921,35,13,13
922,25,10,87
923,24,18,49
924,40,32,14
925,25,18,60
926,34,28,14
927,33,8,12
928,17,31,26
929,31,24,14
930,2,2,20
931,28,21,64
932,4,23,100
933,25,19,86
934,1,26,58
935,3,33,4
936,25,18,23
937,32,26,68
938,23,27,29
939,22,15,67
940,38,16,56
941,15,10,28
942,29,29,2
943,11,15,35
944,26,17,62
945,19,2,41
946,8,34,30
947,12,29,57
948,40,28,33
949,7,15,2
950,15,1,62
951,19,21,63
952,25,33,7
953,14,18,22
954,13,24,30
955,38,2,14
956,19,32,49
957,35,26,6
958,4,8,79
959,1,13,7
960,16,12,24
961,32,23,34
962,24,20,47
963,27,19,82
964,32,26,64
965,13,8,80
966,31,17,92
967,21,9,45
968,35,13,96
969,27,9,12
970,27,23,31
971,39,33,32
972,18,23,63
973,6,28,95
974,31,18,37
975,11,16,63
976,10,24,43
977,26,11,9
978,4,5,49
979,1,20,80
980,23,11,23
981,34,11,87
982,4,6,56
983,4,1,54
984,29,7,83
985,22,12,20
986,39,18,26
987,12,23,92
988,26,29,40
989,28,11,14
990,24,29,61
991,15,15,58
992,7,31,72
993,2,24,8
994,36,12,10
995,25,1,18
996,35,28,61
997,40,18,18
998,28,34,49
999,31,19,64
1000,24,10,19
1001,6,17,90
1002,32,27,53
1003,29,11,100
1004,12,18,94
1005,2,34,90
1006,29,18,2
1007,19,14,52
1008,32,17,43
1009,24,23,21
1010,15,16,17
1011,15,19,55
1012,21,18,34
1013,22,29,58
1014,39,23,76
1015,39,4,41
1016,18,4,74
1017,26,26,45
1018,32,33,85
1019,15,12,17
1020,26,20,50
1021,8,2,71
1022,5,18,62
1023,14,4,83
1024,8,2,72
1025,21,29,66
1026,33,27,11
1027,27,11,83
1028,3,25,91
1029,19,4,13
1030,1,3,50
1031,18,19,3
1032,15,24,81
1033,27,19,15
1034,7,24,87
1035,25,23,40
1036,9,8,24
1037,32,30,70
1038,3,20,59
1039,12,25,28
1040,24,16,91
1041,30,29,68
1042,7,33,32
1043,33,16,48
1044,15,7,1
1045,6,2,87
1046,30,21,67
1047,15,27,59
1048,17,34,41
1049,28,11,65
1050,1,2,82
1051,31,21,51
1052,9,30,49
1053,39,4,64
1054,34,18,22
1055,28,31,51
1056,29,32,82
1057,27,12,60
1058,22,34,47
1059,11,22,76
1060,38,15,99
1061,1,34,28
1062,17,27,93
1063,24,15,39
1064,8,30,65
1065,27,6,51
1066,28,28,57
1067,15,29,27
1068,22,10,91
1069,7,19,24
1070,34,7,9
1071,37,25,7
1072,26,13,70
1073,37,10,27
1074,16,27,95
1075,39,15,57
1076,11,28,21
1077,28,5,2
1078,17,1,80
1079,34,6,39
1080,30,16,91
1081,19,29,15
1082,36,9,75
1083,1,18,85
1084,23,5,33
1085,10,7,23
1086,15,10,92
1087,40,32,43
1088,24,22,7
1089,16,9,90
1090,34,14,20
1091,9,26,6
1092,37,10,19
1093,25,8,86
1094,31,4,97
1095,18,15,72
1096,31,19,99
1097,11,20,7
1098,23,12,62
1099,16,6,58
1100,14,8,18
1101,4,2,37
1102,14,11,72
1103,20,9,97
1104,33,30,8
1105,21,6,20
1106,14,23,50
1107,38,27,28
1108,32,5,34
1109,2,15,60
1110,6,5,44
1111,21,11,27
1112,22,6,47
1113,10,17,70
1114,16,23,41
1115,27,30,67
1116,21,32,57
1117,36,8,37
1118,13,21,38
1119,39,15,35
1120,26,16,24
1121,40,20,22
1122,33,24,1
1123,39,31,48
1124,1,9,50
1125,27,17,35
1126,16,14,55
1127,37,6,87
1128,9,7,77
1129,27,17,41
1130,24,31,16
1131,22,2,86
1132,9,5,4
1133,26,28,31
1134,7,31,79
1135,40,21,16
1136,18,3,94
1137,15,17,1
1138,29,29,55
1139,1,32,24
1140,34,30,95
1141,30,26,57
1142,6,18,9
1143,26,28,6
1144,20,18,36
1145,8,32,13
1146,14,14,74
1147,15,25,19
1148,1,20,91
1149,21,34,8
1150,18,30,31
1151,28,23,73
1152,28,10,39
1153,6,12,49
1154,32,8,49
1155,39,28,52
1156,3,17,27
1157,4,10,16
1158,27,27,49
1159,19,13,25
1160,35,6,78
1161,15,12,15
1162,14,3,72
1163,40,20,29
1164,27,31,90
1165,8,13,15
1166,23,33,96
1167,9,27,1
1168,33,5,55
1169,14,24,96
1170,38,19,100
1171,35,2,90
1172,33,6,15
1173,23,33,81
1174,7,31,68
1175,9,28,76
1176,13,28,33
1177,2,34,74
1178,21,31,82
1179,21,5,11
1180,26,19,41
1181,11,17,28
1182,40,10,36
1183,25,14,89
1184,17,4,39
1185,18,11,68
1186,1,25,63
1187,31,34,60
1188,16,32,72
1189,32,20,29
1190,17,9,36
1191,39,3,28
1192,35,11,49
1193,35,11,75
1194,6,31,49
1195,5,6,67
1196,20,27,69
1197,33,33,70
1198,1,29,89
1199,38,17,59
1200,36,22,70
1201,3,25,87
1202,31,12,47
1203,1,5,35
1204,30,2,9
1205,33,21,31
1206,40,8,64
1207,31,11,11
1208,10,30,47
1209,34,21,38
1210,23,17,4
1211,35,6,33
1212,21,10,52
1213,33,6,40
1214,31,12,13
1215,23,2,62
1216,29,28,15
1217,32,20,87
1218,31,23,92
1219,39,30,95
1220,20,14,72
1221,24,10,100
1222,21,19,97
1223,5,5,98
1224,11,7,2
1225,12,34,29
1226,13,2,93
1227,16,28,5
1228,3,15,16
1229,29,26,90
1230,21,23,92
1231,23,5,46
1232,25,20,72
1233,5,7,78
1234,5,24,7
1235,37,2,17
1236,16,13,8
1237,23,11,21
1238,16,13,75
1239,24,1,35
1240,5,26,18
1241,15,28,49
1242,13,5,69
1243,21,17,91
1244,2,33,7
1245,18,22,8
1246,31,32,34
1247,35,1,59
1248,34,9,41
1249,19,25,99
1250,13,14,44
1251,34,17,98
1252,31,19,21
1253,12,31,84
1254,23,34,3
1255,6,25,58
1256,36,14,38
1257,16,19,19
1258,18,3,37
1259,12,31,78
1260,20,6,48
1261,4,6,7
1262,8,17,87
1263,25,11,26
1264,36,27,70
1265,9,21,19
1266,31,5,56
1267,17,11,51
1268,32,22,67
1269,20,6,96
1270,7,22,5
1271,28,17,59
1272,9,31,65
1273,30,32,65
1274,12,12,77
1275,1,23,11
1276,29,14,32
1277,2,21,98
1278,35,23,32
1279,9,33,85
1280,22,8,11
1281,4,8,5
1282,1,18,57
1283,39,34,21
1284,18,17,74
1285,2,4,80
1286,30,4,70
1287,21,10,57
1288,24,5,54
1289,38,20,56
1290,14,5,71
1291,23,18,72
1292,25,26,63
1293,26,2,7
1294,15,19,1
1295,17,34,20
1296,18,9,32
1297,14,26,78
1298,29,33,66
1299,14,7,94
1300,31,10,82
1301,33,34,48
1302,30,22,49
1303,23,4,39
1304,28,30,17
1305,30,2,33
1306,32,27,77
1307,14,32,47
1308,3,27,15
1309,9,3,19
1310,16,12,36
1311,33,15,63
1312,29,29,77
1313,26,31,91
1314,39,13,58
1315,24,16,86
1316,23,30,66
1317,32,3,79
1318,27,23,15
1319,1,15,64
1320,26,13,41
1321,33,12,74
1322,20,7,99
1323,15,18,26
1324,14,10,1
1325,2,15,2
1326,37,15,39
1327,25,31,42
1328,27,8,25
1329,6,34,46
1330,16,30,95
1331,35,12,5
1332,26,14,56
1333,22,5,86
1334,40,3,67
1335,1,5,83
1336,39,30,85
1337,24,14,47
1338,22,20,89
1339,19,33,60
1340,9,9,49
1341,26,31,6
1342,35,2,14
1343,20,3,88
1344,14,15,45
1345,4,29,67
1346,32,27,33
1347,4,31,28
1348,27,14,90
1349,21,4,41
1350,38,25,11
1351,16,10,60
1352,10,9,50
1353,26,17,1
1354,5,12,23
1355,38,32,4
1356,14,5,89
1357,35,17,40
1358,25,16,33
1359,9,15,81
1360,17,23,81
1361,24,32,82
1362,24,31,93
1363,16,7,50
1364,4,2,50
1365,23,14,14
1366,30,4,74
1367,33,24,8
1368,15,21,35
1369,35,6,72
1370,30,7,76
1371,39,30,86
1372,19,1,16
1373,24,6,96
1374,8,30,23
1375,2,3,56
1376,35,11,39
1377,37,29,85
1378,13,34,53
1379,28,26,11
1380,19,11,40
1381,21,8,61
1382,40,29,40
1383,10,21,28
1384,7,10,36
1385,16,30,4
1386,31,9,81
1387,26,7,74
1388,12,12,22
1389,16,5,94
1390,2,15,13
1391,27,20,8
1392,10,4,57
1393,7,6,2
1394,12,22,81
1395,12,22,85
1396,21,7,24
1397,37,9,92
1398,29,3,53
1399,21,20,15
1400,6,22,28
1401,1,22,20
1402,20,7,21
1403,34,28,80
1404,5,3,7
1405,1,18,18
1406,19,19,50
1407,33,6,67
1408,16,26,22
1409,13,13,22
1410,35,6,72
1411,28,13,26
1412,1,21,40
1413,20,1,31
1414,31,30,39
1415,36,27,15
1416,3,2,98
1417,24,2,9
1418,36,10,15
1419,23,4,35
1420,20,2,72
1421,12,18,18
1422,29,33,7
1423,8,12,25
1424,38,10,3
1425,6,8,45
1426,39,10,23
1427,22,25,83
1428,30,19,71
1429,16,24,52
1430,33,33,43
1431,30,1,68
1432,17,3,74
1433,24,29,77
1434,15,21,74
1435,15,6,64
1436,37,10,88
1437,8,1,15
1438,38,22,96
1439,26,29,63
1440,9,9,75
1441,29,28,40
1442,32,9,95
1443,32,12,71
1444,12,6,53
1445,37,21,88
1446,9,11,92
1447,1,18,16
1448,34,20,48
1449,40,13,61
1450,37,3,53
1451,19,18,2
1452,9,28,43
1453,29,29,11
1454,4,10,36
1455,12,25,43
1456,20,17,94
1457,7,5,70
1458,32,27,24
1459,5,10,44
1460,26,6,88
1461,15,6,28
1462,4,20,29
1463,19,31,91
1464,21,5,44
1465,31,31,3
1466,4,6,99
1467,25,25,62
1468,22,28,59
1469,9,11,4
1470,40,19,25
1471,28,4,90
1472,35,26,13
1473,5,5,39
1474,16,28,29
1475,22,15,79
1476,1,14,81
1477,1,5,25
1478,30,5,73
1479,34,31,92
1480,12,24,2
1481,14,33,91
1482,28,29,21
1483,39,28,86
1484,16,15,94
1485,14,19,12
1486,3,30,51
1487,32,24,69
1488,20,24,96
1489,1,8,43
1490,38,3,88
1491,34,17,8
1492,13,29,6
1493,4,20,33
1494,6,27,5
1495,20,6,12
1496,26,5,33
1497,8,19,39
1498,32,10,2
1499,35,7,52
1500,18,20,7
1501,3,12,30
1502,36,21,93
1503,25,12,35
1504,8,5,19
1505,40,4,18
1506,19,30,52
1507,24,18,52
1508,23,28,78
1509,9,22,24
1510,26,9,73
1511,5,8,70
1512,9,32,24
1513,39,29,12
1514,17,33,52
1515,32,6,53
1516,13,11,63
1517,33,16,67
1518,9,27,76
1519,40,11,94
1520,1,10,20
1521,2,10,28
1522,38,31,92
1523,18,32,25
1524,28,12,41
1525,22,16,51
1526,6,3,57
1527,16,1,67
1528,36,5,45
1529,28,22,16
1530,34,30,9
1531,40,8,23
1532,15,1,5
1533,36,17,36
1534,5,18,90
1535,5,27,63
1536,3,6,50
1537,15,4,80
1538,29,21,1
1539,2,18,22
1540,26,29,72
1541,2,15,19
1542,33,15,69
1543,5,33,91
1544,36,31,93
1545,22,14,11
1546,22,23,70
1547,14,27,67
1548,20,16,97
1549,19,27,100
1550,40,29,92
1551,18,26,37
1552,36,33,48
1553,22,9,40
1554,34,30,20
1555,30,32,79
1556,28,23,67
1557,13,20,67
1558,7,25,36
1559,19,30,80
1560,4,2,44
1561,4,13,67
1562,14,23,67
1563,40,12,16
1564,30,6,11
1565,16,27,88
1566,1,22,76
1567,22,8,100
1568,18,3,24
1569,27,28,70
1570,34,11,3
1571,9,12,40
1572,29,19,26
1573,20,19,54
1574,13,24,38
1575,7,8,66
1576,11,5,14
1577,38,29,20
1578,15,31,51
1579,34,33,22
1580,2,22,33
1581,3,21,76
1582,34,6,48
1583,2,29,92
1584,7,5,59
1585,27,16,77
1586,1,24,22
1587,1,9,65
1588,28,17,28
1589,40,16,100
1590,39,23,80
1591,22,29,11
1592,3,16,97
1593,31,2,73
1594,12,10,58
1595,13,21,68
1596,2,14,16
1597,16,9,29
1598,35,24,13
1599,8,14,19
1600,5,7,89
1601,25,20,77
1602,2,8,69
1603,40,11,62
1604,37,30,6
1605,28,27,89
1606,14,27,70
1607,20,34,29
1608,13,33,58
1609,6,20,71
1610,18,6,76
1611,18,14,52
1612,30,20,17
1613,12,32,15
1614,10,1,18
1615,10,8,48
1616,26,31,39
1617,34,2,50
1618,19,28,62
1619,13,7,94
1620,31,7,93
1621,18,29,47
1622,30,17,72
1623,35,6,46
1624,14,3,85
1625,38,14,65
1626,29,1,9
1627,29,2,73
1628,5,5,79
1629,35,26,95
1630,18,29,4
1631,21,18,72
1632,31,27,42
1633,21,16,62
1634,35,4,74
1635,31,34,20
1636,9,26,61
1637,8,14,88
1638,13,11,42
1639,32,33,65
1640,15,34,39
1641,22,26,31
1642,17,32,67
1643,5,25,92
1644,10,28,65
1645,19,25,85
1646,14,4,13
1647,38,32,53
1648,35,20,94
1649,12,27,79
1650,5,4,37
1651,22,24,97
1652,34,3,27
1653,10,28,17
1654,8,17,17
1655,39,2,41
1656,3,25,67
1657,20,4,80
1658,23,12,57
1659,7,16,2
1660,23,3,5
1661,3,16,55
1662,38,1,31
1663,25,27,43
1664,28,12,23
1665,22,29,87
